Reporting Year,Reporting Month,D_Name,Proj_Name,Sec_NAme,AWC_ID,AWc_Name,Tot_UW_Normal,Tot_MUW,Tot_SUW,Tot_Wasting_Normal,Tot_Wasting_MAM,Tot_Wasting_SAM,Tot_Stunting_Normal,Tot_Stunting_MAM,Tot_Stunting_SAM
2023,8,RANGAREDDY,HAYATHNAGAR,NTR  Nagar,1503206,N T R Nagar - VI,222,6,0,235,3,1,232,7,0
2023,8,RANGAREDDY,HAYATHNAGAR,NTR  Nagar,1503202,N T R Nagar - II,187,4,2,189,4,0,189,3,1
2023,8,WARANGAL,WARDHANNAPETA,Enugallu,2115076,Mudethula Thanda,36,1,0,37,0,0,37,0,0
2023,8,NAGARKURNOOL,NAGARKURNOOL,Nagarkurnool,1417007,Nagarkurnool-7(12TH WARD),66,0,0,66,0,0,66,0,0
2023,8,WARANGAL,WARDHANNAPETA,Enugallu,2115201,GOPANAPALLI-II,42,0,0,39,2,1,41,1,0
2023,8,WARANGAL,WARANGAL(U),Karimabad,2116038,Subashnagar (Ursu),90,4,1,90,4,1,78,16,1
2023,8,RANGAREDDY,HAYATHNAGAR,NTR  Nagar,1402220,Saheb nagar(Mini),239,4,3,242,4,0,242,3,1
2023,8,NAGARKURNOOL,NAGARKURNOOL,Nagarkurnool,1417017,Sripuram-3,53,5,0,58,0,0,48,10,0
2023,8,WARANGAL,WARANGAL(U),Karimabad,2114072,Kareemabad -2,78,0,0,78,0,0,72,6,0
2023,8,WARANGAL,WARDHANNAPETA,Enugallu,2115072,GOPANAPALLI-I,49,0,0,51,0,0,48,2,1
2023,8,WARANGAL,WARANGAL(U),Karimabad,2116042,Bakshimahela,96,9,0,105,0,0,85,19,1
2023,8,WARANGAL,WARANGAL(U),Karimabad,2116044,Rameshwar Temple,63,11,0,74,0,0,61,13,0
2023,8,NAGARKURNOOL,NAGARKURNOOL,Nagarkurnool,1417001,Nagarkurnool-1,51,0,0,51,0,0,51,0,0
2023,8,NAGARKURNOOL,NAGARKURNOOL,Nagarkurnool,1417010,Nagarkurnool-10,42,0,0,42,0,0,42,0,0
2023,8,RANGAREDDY,HAYATHNAGAR,NTR  Nagar,1503178,Ambedkhar Nagar,177,0,0,177,0,0,177,0,0
2023,8,NALGONDA,KONDAMALLEPALLY,Palvai,2303209,Junuthal,50,0,0,50,0,0,39,11,0
2023,8,YADADRI-BHUVANGIRI,MOTHKUR (R),Anantharam,2309125,Suddala-2,26,2,0,28,0,0,24,1,3
2023,8,NAGARKURNOOL,NAGARKURNOOL,Nagarkurnool,1417022,Thudukurthi-5,76,0,0,76,0,0,76,0,0
2023,8,NIZAMABAD,DICHPALLY,Amrad,1809161,Manikbhandar-1,88,0,0,88,0,0,88,0,0
2023,8,NIZAMABAD,DICHPALLY,Amrad,1809359,Ramchandra palli-2,67,0,0,67,0,0,67,0,0
2023,8,NIZAMABAD,DICHPALLY,Amrad,1809368,Mamidipally Thanda (Mini),5,0,0,5,0,0,5,0,0
2023,8,NIZAMABAD,DICHPALLY,Amrad,1809172,Satlapoor T,32,7,0,33,5,1,29,6,4
2023,8,NIZAMABAD,DICHPALLY,Amrad,1809166,Amrad-3,82,0,0,82,0,0,82,0,0
2023,8,NIZAMABAD,DICHPALLY,Amrad,1809163,Manikbhandar T,90,0,0,89,1,0,68,16,6
2023,8,MAHABUBABAD ,MARIPEDA,CHINNAGUDUR,2110022,Chinna Guduru - 1,33,1,0,31,1,2,34,0,0
2023,8,MAHABUBABAD ,MARIPEDA,CHINNAGUDUR,2110372,Vissampally (Mini),17,0,0,17,0,0,17,0,0
2023,8,MAHABUBABAD ,MARIPEDA,CHINNAGUDUR,2110030,Megya Thanda - I,26,0,0,26,0,0,26,0,0
2023,8,MAHABUBABAD ,MARIPEDA,CHINNAGUDUR,2110032,Vissampally - I,12,0,0,12,0,0,12,0,0
2023,8,MAHABUBABAD ,MARIPEDA,CHINNAGUDUR,2110019,Uggampally - 1,42,1,0,42,1,0,35,7,1
2023,8,MAHABUBABAD ,MARIPEDA,CHINNAGUDUR,2110026,Jayyaram - 2,21,1,0,22,0,0,21,1,0
2023,8,MAHABUBABAD ,MARIPEDA,CHINNAGUDUR,2110028,Mangoli Gudem - II,33,0,0,33,0,0,29,4,0
2023,8,NIZAMABAD,DICHPALLY,Amrad,1809135,Guthpa-2,67,0,0,64,2,1,67,0,0
2023,8,NIZAMABAD,DICHPALLY,Amrad,1809378,Oddera Gudiselu (Mini),29,6,2,28,3,6,21,13,3
2023,8,MAHABUBABAD ,MARIPEDA,CHINNAGUDUR,2110284,Devoji Thanda,11,1,0,11,1,0,11,0,1
2023,8,NIZAMABAD,DICHPALLY,Amrad,1809138,Ramchandra palli,55,2,1,55,1,2,57,1,0
2023,8,MAHABUBABAD ,MARIPEDA,CHINNAGUDUR,2110033,Vissampally - II,10,3,1,13,1,0,10,3,1
2023,8,MAHABUBABAD ,MARIPEDA,CHINNAGUDUR,2110021,Dhumlathanda,21,0,0,19,2,0,19,2,0
2023,8,RANGAREDDY,SERILINGAMPALLY (U),Narsingi,1509071,Vattinagulapalli-2,119,5,0,123,1,0,114,9,1
2023,8,RANGAREDDY,SERILINGAMPALLY (U),Narsingi,1509073,Gandipet,81,11,1,86,5,2,49,37,7
2023,8,RANGAREDDY,SERILINGAMPALLY (U),Narsingi,1509180,Narsingi-8,116,0,1,116,0,1,117,0,0
2023,8,RANGAREDDY,SERILINGAMPALLY (U),Adithyanagar,1513017,Izzathnagar W/S,142,0,0,142,0,0,142,0,0
2023,8,MEDAK,MEDAK,Narsingi,1704171,Thammaipally,20,3,0,23,0,0,13,5,5
2023,8,MEDAK,MEDAK,Narsingi,1704173,Cheekode - I,30,11,0,41,0,0,25,14,2
2023,8,RANGAREDDY,SERILINGAMPALLY (U),Narsingi,1509059,Manikonda-1,110,0,0,110,0,0,105,5,0
2023,8,RANGAREDDY,SERILINGAMPALLY (U),Adithyanagar,1513054,MARTHANDA NAGAR II (Mini),126,11,2,136,1,2,123,14,2
2023,8,MEDAK,MEDAK,Kulcharam,1704110,Kistapur - I,58,8,0,62,4,0,42,20,4
2023,8,MEDAK,MEDAK,Narsingi,1704178,P Lingaipally - II,25,1,1,25,0,2,17,9,1
2023,8,RANGAREDDY,SERILINGAMPALLY (U),Narsingi,1509066,Kokapet-5,55,8,1,63,1,1,48,15,2
2023,8,RANGAREDDY,SERILINGAMPALLY (U),Adithyanagar,1513061,Muslimbasthi-Khanamet,102,1,0,103,0,0,99,4,0
2023,8,MEDAK,MEDAK,Kulcharam,1704117,Thummalapally - 1,32,1,0,32,1,0,33,0,0
2023,8,MEDAK,MEDAK,Narsingi,1704168,Seethanager,34,15,2,48,3,0,30,17,4
2023,8,RANGAREDDY,SERILINGAMPALLY (U),Narsingi,1509054,Narsingi-6,132,0,0,137,0,0,137,0,0
2023,8,RANGAREDDY,SERILINGAMPALLY (U),Narsingi,1509061,Manikonda-3,95,1,0,96,1,0,96,1,0
2023,8,RANGAREDDY,SERILINGAMPALLY (U),Adithyanagar,1513048,Hafeezpet Harizanbasthi,120,5,1,126,0,0,87,36,3
