Reporting Year,Reporting Month,D_Name,Proj_Name,Sec_NAme,AWC_ID,AWc_Name,Tot_UW_Normal,Tot_MUW,Tot_SUW,Tot_Wasting_Normal,Tot_Wasting_MAM,Tot_Wasting_SAM,Tot_Stunting_Normal,Tot_Stunting_MAM,Tot_Stunting_SAM
2020,2,VIKARABAD,TANDUR,Basheerabad,1510188,DAMARCHED I,6,4,0,10,0,0,1,3,6
2020,2,VIKARABAD,TANDUR,Gottigakurdu,1510181,EASMILPUR,0,0,0,0,0,0,0,0,0
2020,2,VIKARABAD,TANDUR,Gottigakurdu,1510267,Badlapur,12,2,1,15,0,0,3,4,8
2020,2,VIKARABAD,TANDUR,Gottigakurdu,1510282,Neelapalli Tanda (Mini),1,0,0,1,0,0,1,0,0
2020,2,VIKARABAD,TANDUR,Gottigakurdu,1510283,Thouriyanaik Tanda (Mini),2,1,0,2,1,0,3,0,0
2020,2,VIKARABAD,TANDUR,Gottigakurdu,1510176,BOGYANAIK TANDA,6,11,13,17,2,11,12,5,13
2020,2,VIKARABAD,TANDUR,Gottigakurdu,1510266,REDDYGANAPUR II,2,4,1,5,2,0,2,3,2
2020,2,VIKARABAD,TANDUR,Basheerabad,1510154,BASHEERABAD IV,50,5,0,49,3,3,39,9,7
2020,2,VIKARABAD,TANDUR,Basheerabad,1510165,JEEVANGI III,6,5,0,10,1,0,4,2,5
2020,2,VIKARABAD,TANDUR,Gottigakurdu,1510186,MANTHATI I,11,8,2,20,1,0,5,13,3
2020,2,VIKARABAD,TANDUR,Gottigakurdu,1510205,HANKYANAIK TANDA,4,4,4,7,2,3,6,3,3
2020,2,VIKARABAD,TANDUR,Gottigakurdu,1510178,JALALPOOR,25,3,2,28,1,1,14,9,7
2020,2,VIKARABAD,TANDUR,Gottigakurdu,1510180,MARPALLY,16,7,3,21,4,1,14,6,6
2020,2,VIKARABAD,TANDUR,Gottigakurdu,1510185,KAMSANPALLY -2,0,0,0,0,0,0,0,0,0
2020,2,VIKARABAD,TANDUR,Gottigakurdu,1510273,Kasimpur Tanda (Mini),1,1,0,2,0,0,0,0,2
2020,2,VIKARABAD,TANDUR,Basheerabad,1510166,GANGWAR,11,4,0,13,2,0,9,6,0
2020,2,VIKARABAD,TANDUR,Gottigakurdu,1510171,KASIMPUR,30,16,3,38,10,1,27,19,3
2020,2,VIKARABAD,TANDUR,Basheerabad,1510151,BASHEERABAD I,19,1,0,17,2,1,7,1,12
2020,2,VIKARABAD,TANDUR,Basheerabad,1510156,MAILWAR I,52,13,0,64,1,0,44,20,1
2020,2,MAHABUBNAGAR,JEDCHERLA,Midjil,1408175,Vaspula,0,0,0,0,0,0,0,0,0
2020,2,MAHABUBNAGAR,JEDCHERLA,Kothapally,1408176,Donoor-1,29,10,5,38,2,4,15,9,20
2020,2,MAHABUBNAGAR,JEDCHERLA,Kothapally,1408292,Ayyavaripally (Mini),7,3,3,10,1,2,4,2,7
2020,2,MAHABUBNAGAR,JEDCHERLA,Kothapally,1408294,Chwtakunta thanda (Mini),3,1,1,4,0,1,2,0,3
2020,2,MAHABUBNAGAR,JEDCHERLA,Kothapally,1408302,Limbya thanda (Mini),15,2,0,16,1,0,7,7,3
2020,2,MAHABUBNAGAR,JEDCHERLA,Midjil,1408288,Marlabai thanda (Mini),7,1,0,7,0,1,6,1,1
2020,2,MAHABUBNAGAR,JEDCHERLA,Midjil,1408295,Katonigadda thanda (Mini),18,8,4,5,10,15,26,4,0
2020,2,MAHABUBNAGAR,JEDCHERLA,Midjil,1408174,Vallabraopally,5,0,0,4,1,0,5,0,0
2020,2,MAHABUBNAGAR,JEDCHERLA,Kothapally,1408186,Singamdoddi,11,2,1,12,2,0,10,4,0
2020,2,MAHABUBNAGAR,JEDCHERLA,Midjil,1408171,Midjil-II,34,12,2,45,2,1,21,8,19
2020,2,MAHABUBNAGAR,JEDCHERLA,Midjil,1408214,Valaburaopally-1,0,0,0,0,0,0,0,0,0
2020,2,MAHABUBNAGAR,JEDCHERLA,Midjil,1408200,Boinpally-I,49,7,6,49,3,10,43,8,11
2020,2,MAHABUBNAGAR,JEDCHERLA,Midjil,1408289,Peddagundla thanda (Mini),7,0,2,6,2,1,5,0,4
2020,2,MAHABUBNAGAR,JEDCHERLA,Midjil,1408172,Midjil-III,47,7,1,33,5,17,42,4,9
2020,2,MAHABUBNAGAR,JEDCHERLA,Kothapally,1408300,Gollonikunta thanda (Mini),0,0,0,0,0,0,0,0,0
2020,2,MAHABUBNAGAR,JEDCHERLA,Midjil,1408188,Vemula-I,12,3,7,22,0,0,2,2,18
2020,2,MAHABUBNAGAR,JEDCHERLA,Midjil,1408299,Rainonikunta thanda (Mini),8,0,0,7,1,0,3,2,3
2020,2,MAHABUBNAGAR,JEDCHERLA,Kothapally,1408190,Kothapally,0,0,0,0,0,0,0,0,0
2020,2,MAHABUBNAGAR,JEDCHERLA,Midjil,1408298,Lakya thanda (Mini),16,1,0,15,2,0,15,1,1
2020,2,RAJANNA-SIRICILLA,SIRICILLA,Gollapalli,2014286,GUNDARAM,34,12,5,46,3,2,27,15,9
2020,2,RAJANNA-SIRICILLA,SIRICILLA,Gollapalli,2016195,VENKATAPUR-1,37,5,2,41,2,1,21,10,13
2020,2,RAJANNA-SIRICILLA,SIRICILLA,Gollapalli,2014275,GOLLAPELLI -2,19,3,1,20,2,1,9,7,7
2020,2,RAJANNA-SIRICILLA,SIRICILLA,Gollapalli,2014276,GOLLAPELLI -3,50,2,3,53,1,1,32,11,12
2020,2,RAJANNA-SIRICILLA,SIRICILLA,Gambhiraopet,2014074,GAMBHIRAOPETA-4,0,0,0,0,0,0,0,0,0
2020,2,RAJANNA-SIRICILLA,SIRICILLA,Gambhiraopet,2014089,MUSTAFANAGAR,0,0,0,0,0,0,0,0,0
2020,2,RAJANNA-SIRICILLA,SIRICILLA,Gambhiraopet,2014302,NAGAMPETA-2,0,0,0,0,0,0,0,0,0
2020,2,RAJANNA-SIRICILLA,SIRICILLA,Gollapalli,2014329,DUMALA -SC,22,2,2,26,0,0,18,3,5
2020,2,RAJANNA-SIRICILLA,SIRICILLA,Gollapalli,2016210,Devenuguttathanda (Gollapalli),14,4,2,13,0,7,12,0,8
2020,2,RAJANNA-SIRICILLA,SIRICILLA,Gambhiraopet,2016212,GAJASINGAVARAM-2,53,7,1,57,3,1,26,17,18
2020,2,RAJANNA-SIRICILLA,SIRICILLA,Gambhiraopet,2016213,GORANTALA-2,0,0,0,0,0,0,0,0,0
2020,2,RAJANNA-SIRICILLA,SIRICILLA,Gambhiraopet,2014080,GAMBHIRAOPETA-10,13,6,2,18,2,1,11,7,3
2020,2,RAJANNA-SIRICILLA,SIRICILLA,Gambhiraopet,2014306,MALLUPALLY,0,0,0,0,0,0,0,0,0
2020,2,RAJANNA-SIRICILLA,SIRICILLA,Gollapalli,2014297,POTHREDDYPALLY,2,7,2,7,4,0,5,3,3
2020,2,RAJANNA-SIRICILLA,SIRICILLA,Gambhiraopet,2014081,SAMUDRALINGAPUR-1,0,0,0,0,0,0,0,0,0
2020,2,RAJANNA-SIRICILLA,SIRICILLA,Gambhiraopet,2014303,GORANTALA-1,0,0,0,0,0,0,0,0,0
2020,2,RAJANNA-SIRICILLA,SIRICILLA,Gollapalli,2016209,Thimmapur-2,40,4,2,22,11,13,42,0,4
2020,2,RAJANNA-SIRICILLA,SIRICILLA,Gambhiraopet,2014330,DAMMANNAPETA-SC,0,0,0,0,0,0,0,0,0
2020,2,MAHABUBNAGAR,MAHABUBNAGAR (R),Rampur,1412233,Akkaipally,12,1,1,6,2,6,11,1,2
2020,2,MAHABUBNAGAR,MAHABUBNAGAR (R),Rampur,1412281,Chenmanpally,6,8,2,11,3,2,7,3,6
2020,2,MAHABUBNAGAR,MAHABUBNAGAR (R),Kollur,1412372,Komatikunta.Thanda,7,6,1,7,5,2,13,0,1
2020,2,MAHABUBNAGAR,MAHABUBNAGAR (R),nawabpet,1412295,Nawabpet 6,13,2,3,17,1,0,7,5,6
2020,2,MAHABUBNAGAR,MAHABUBNAGAR (R),nawabpet,1412330,Gurukunta-2,8,5,4,15,1,1,11,2,4
2020,2,MAHABUBNAGAR,MAHABUBNAGAR (R),nawabpet,1412341,lokirevu-2,11,3,1,13,1,1,10,3,2
2020,2,MAHABUBNAGAR,MAHABUBNAGAR (R),Kollur,1412289,kakrjal Thanda,14,2,1,15,0,2,11,1,5
2020,2,MAHABUBNAGAR,MAHABUBNAGAR (R),nawabpet,1412331,Darpally,21,8,3,28,3,1,22,7,3
2020,2,MAHABUBNAGAR,MAHABUBNAGAR (R),nawabpet,1412334,Jangamaipally,11,5,1,14,2,1,9,5,3
