Reporting Year,Reporting Month,D_Name,Proj_Name,Sec_NAme,AWC_ID,AWc_Name,Tot_UW_Normal,Tot_MUW,Tot_SUW,Tot_Wasting_Normal,Tot_Wasting_MAM,Tot_Wasting_SAM,Tot_Stunting_Normal,Tot_Stunting_MAM,Tot_Stunting_SAM
2022,4,ADILABAD,ADILABAD(U),Gudihathnur,1901339,Cherkuvai(Mini),3,0,0,3,0,0,3,0,0
2022,4,ADILABAD,ADILABAD(U),Gudihathnur,1905210,Gudihatnoor-I,75,3,1,79,0,0,66,11,2
2022,4,ADILABAD,ADILABAD(U),Gudihathnur,1905211,Gudihatnoor-II,62,17,0,72,6,1,63,12,4
2022,4,ADILABAD,ADILABAD(U),Gudihathnur,1905212,Gudihatnoor-III,36,20,8,53,10,1,30,10,24
2022,4,ADILABAD,ADILABAD(U),Gudihathnur,1905213,Gudihatnoor-IV,125,0,0,125,0,0,89,34,2
2022,4,ADILABAD,ADILABAD(U),Gudihathnur,1905214,Gudihatnoor-V,72,11,0,76,7,0,76,6,1
2022,4,ADILABAD,ADILABAD(U),Gudihathnur,1905215,Mankapur-2,32,13,4,40,6,3,29,8,12
2022,4,ADILABAD,ADILABAD(U),Gudihathnur,1905216,Lingapur,55,3,0,58,0,0,55,3,0
2022,4,ADILABAD,ADILABAD(U),Gudihathnur,1905221,Seethagondi,34,3,0,37,0,0,21,14,2
2022,4,ADILABAD,ADILABAD(U),Gudihathnur,1905223,Thosham-I,45,1,0,46,0,0,20,17,9
2022,4,ADILABAD,ADILABAD(U),Gudihathnur,1905224,Thosham-II,73,0,0,72,1,0,71,2,0
2022,4,ADILABAD,ADILABAD(U),Gudihathnur,1905225,Vaizapur,16,0,0,16,0,0,14,1,1
2022,4,ADILABAD,ADILABAD(U),Gudihathnur,1905227,Bapanaiktanda,27,6,0,32,0,1,9,6,18
2022,4,ADILABAD,ADILABAD(U),Gudihathnur,1905231,Malkapur,18,0,0,18,0,0,7,1,10
2022,4,ADILABAD,ADILABAD(U),Gudihathnur,1905236,Takiguda,33,0,0,33,0,0,5,2,26
2022,4,ADILABAD,ADILABAD(U),Gudihathnur,1905240,Toyaguda,7,5,2,13,1,0,5,2,7
2022,4,ADILABAD,ADILABAD(U),Gudihathnur,1905241,Kamalapur,26,5,0,31,0,0,17,9,5
2022,4,ADILABAD,ADILABAD(U),Gudihathnur,1905242,Garkampet,11,8,1,14,5,1,15,1,4
2022,4,ADILABAD,ADILABAD(U),Gudihathnur,1905246,ToshamInkerguda,72,10,3,75,10,0,69,13,3
