Reporting Year,Reporting Month,D_Name,Proj_Name,Sec_NAme,AWC_ID,AWc_Name,Tot_UW_Normal,Tot_MUW,Tot_SUW,Tot_Wasting_Normal,Tot_Wasting_MAM,Tot_Wasting_SAM,Tot_Stunting_Normal,Tot_Stunting_MAM,Tot_Stunting_SAM
2019,5,ADILABAD,ADILABAD(U),Gudihathnur,1901339,Cherkuvai(Mini),0,0,0,0,0,0,0,0,0
2019,5,ADILABAD,ADILABAD(U),Gudihathnur,1905210,Gudihatnoor-I,0,0,0,0,0,0,0,0,0
2019,5,ADILABAD,ADILABAD(U),Gudihathnur,1905211,Gudihatnoor-II,57,12,0,69,0,0,31,15,23
2019,5,ADILABAD,ADILABAD(U),Gudihathnur,1905212,Gudihatnoor-III,0,0,0,0,0,0,0,0,0
2019,5,ADILABAD,ADILABAD(U),Gudihathnur,1905213,Gudihatnoor-IV,81,3,2,86,0,0,67,10,9
2019,5,ADILABAD,ADILABAD(U),Gudihathnur,1905214,Gudihatnoor-V,0,0,0,0,0,0,0,0,0
2019,5,ADILABAD,ADILABAD(U),Gudihathnur,1905215,Mankapur-2,0,0,0,0,0,0,0,0,0
2019,5,ADILABAD,ADILABAD(U),Gudihathnur,1905216,Lingapur,0,0,0,0,0,0,0,0,0
2019,5,ADILABAD,ADILABAD(U),Gudihathnur,1905221,Seethagondi,0,0,0,0,0,0,0,0,0
2019,5,ADILABAD,ADILABAD(U),Gudihathnur,1905223,Thosham-I,0,0,0,0,0,0,0,0,0
2019,5,ADILABAD,ADILABAD(U),Gudihathnur,1905224,Thosham-II,55,6,0,61,0,0,46,3,12
2019,5,ADILABAD,ADILABAD(U),Gudihathnur,1905225,Vaizapur,0,0,0,0,0,0,0,0,0
2019,5,ADILABAD,ADILABAD(U),Gudihathnur,1905227,Bapanaiktanda,31,10,6,45,1,1,15,10,22
2019,5,ADILABAD,ADILABAD(U),Gudihathnur,1905231,Malkapur,16,5,0,21,0,0,10,7,4
2019,5,ADILABAD,ADILABAD(U),Gudihathnur,1905236,Takiguda,0,0,0,0,0,0,0,0,0
2019,5,ADILABAD,ADILABAD(U),Gudihathnur,1905240,Toyaguda,12,6,0,18,0,0,5,7,6
2019,5,ADILABAD,ADILABAD(U),Gudihathnur,1905241,Kamalapur,23,12,4,39,0,0,15,7,17
2019,5,ADILABAD,ADILABAD(U),Gudihathnur,1905242,Garkampet,12,6,1,19,0,0,7,3,9
2019,5,ADILABAD,ADILABAD(U),Gudihathnur,1905246,ToshamInkerguda,48,14,1,63,0,0,33,15,15
2019,5,ADILABAD,ADILABAD(U),Gudihathnur,1905248,Habeebguda (Mini),12,1,0,13,0,0,10,3,0
2019,5,ADILABAD,ADILABAD(U),Gudihathnur,1905249,Boramaddi,0,0,0,0,0,0,0,0,0
2019,5,ADILABAD,ADILABAD(U),Gudihathnur,1905252,Rajulaguda,0,0,0,0,0,0,0,0,0
2019,5,ADILABAD,ADILABAD(U),Gudihathnur,1905266,Gudihatnoor-VI,0,0,0,0,0,0,0,0,0
2019,5,ADILABAD,ADILABAD(U),Gudihathnur,1905269,Sitagondi-II,0,0,0,0,0,0,0,0,0
2019,5,ADILABAD,ADILABAD(U),Gudihathnur,1905270,Chintaguda,0,0,0,0,0,0,0,0,0
2019,5,ADILABAD,ADILABAD(U),Gudihathnur,1905299,Chinnamalkapur(Mini),4,1,0,5,0,0,4,1,0
2019,5,ADILABAD,ADILABAD(U),Gudihathnur,1905300,Lendiguda (Mini),5,2,0,7,0,0,1,3,3
2019,5,ADILABAD,ADILABAD(U),Gudihathnur,1905301,Mankuguda (Mini),0,0,0,0,0,0,0,0,0
2019,5,ADILABAD,ADILABAD(U),Gudihathnur,1905302,Kodduguda,6,0,0,6,0,0,3,3,0
2019,5,ADILABAD,ADILABAD(U),Gudihathnur,1905306,Ravinndranagar colony(phc area)(Mini),0,0,0,0,0,0,0,0,0
2019,5,ADILABAD,ADILABAD(U),MANNUR,1905217,Kollari-2,0,0,0,0,0,0,0,0,0
2019,5,ADILABAD,ADILABAD(U),MANNUR,1905218,Manoor-I,38,11,0,49,0,0,18,12,19
2019,5,ADILABAD,ADILABAD(U),MANNUR,1905219,Sainagar,0,0,0,0,0,0,0,0,0
2019,5,ADILABAD,ADILABAD(U),MANNUR,1905220,Shanthapur,68,10,3,81,0,0,31,33,17
2019,5,ADILABAD,ADILABAD(U),MANNUR,1905222,Dhajitanda,35,15,0,50,0,0,30,5,15
2019,5,ADILABAD,ADILABAD(U),MANNUR,1905226,Gond Harkapur,19,4,0,23,0,0,10,9,4
2019,5,ADILABAD,ADILABAD(U),MANNUR,1905228,Soyamguda,16,9,0,25,0,0,8,12,5
2019,5,ADILABAD,ADILABAD(U),MANNUR,1905229,Umri-B,22,7,0,29,0,0,20,5,4
2019,5,ADILABAD,ADILABAD(U),MANNUR,1905230,Shanthapur-II,2,2,0,4,0,0,2,2,0
2019,5,ADILABAD,ADILABAD(U),MANNUR,1905232,Tejapur,13,2,2,17,0,0,10,2,5
2019,5,ADILABAD,ADILABAD(U),MANNUR,1905233,Shambuguda,18,7,1,26,0,0,12,3,11
2019,5,ADILABAD,ADILABAD(U),MANNUR,1905234,Damanguda,17,8,2,26,1,0,7,9,11
2019,5,ADILABAD,ADILABAD(U),MANNUR,1905235,Machapur,1,2,4,7,0,0,0,0,7
2019,5,ADILABAD,ADILABAD(U),MANNUR,1905237,Kolamguda,27,4,2,32,1,0,19,8,6
2019,5,ADILABAD,ADILABAD(U),MANNUR,1905238,Dongargaom,13,19,4,36,0,0,8,7,21
2019,5,ADILABAD,ADILABAD(U),MANNUR,1905239,Guruja,34,16,2,52,0,0,19,13,20
2019,5,ADILABAD,ADILABAD(U),MANNUR,1905243,Suryaguda,23,1,2,26,0,0,15,8,3
2019,5,ADILABAD,ADILABAD(U),MANNUR,1905244,Kolharitanda,39,10,3,52,0,0,30,7,15
2019,5,ADILABAD,ADILABAD(U),MANNUR,1905245,Chinamanoor,18,4,1,23,0,0,12,5,6
2019,5,ADILABAD,ADILABAD(U),MANNUR,1905247,Muthnoor,35,16,6,57,0,0,24,13,20
2019,5,ADILABAD,ADILABAD(U),MANNUR,1905250,Machapurtanda,14,2,1,17,0,0,12,3,2
2019,5,ADILABAD,ADILABAD(U),MANNUR,1905251,Inkerguda,21,9,1,30,1,0,10,13,8
2019,5,ADILABAD,ADILABAD(U),MANNUR,1905267,Mannur-III,64,10,5,79,0,0,47,15,17
2019,5,ADILABAD,ADILABAD(U),MANNUR,1905268,Mannur-IV,0,0,0,0,0,0,0,0,0
2019,5,ADILABAD,ADILABAD(U),MANNUR,1905296,Telangaraoguda (Mini),0,0,0,0,0,0,0,0,0
2019,5,ADILABAD,ADILABAD(U),MANNUR,1905298,Neradigonda (Mini),10,9,4,23,0,0,4,4,15
2019,5,ADILABAD,ADILABAD(U),MANNUR,1905303,Belluri (Mini),0,0,0,0,0,0,0,0,0
2019,5,ADILABAD,ADILABAD(U),MANNUR,1905304,Mamidiguda(Mini),16,11,3,30,0,0,14,4,12
2019,5,ADILABAD,ADILABAD(U),MANNUR,1905305,Tekidiguda (Isruguda) (Mini),20,5,0,25,0,0,14,5,6
2019,5,ADILABAD,ADILABAD(U),ANKOLI,1901002,Ankoli-I,28,28,6,62,0,0,14,14,34
2019,5,ADILABAD,ADILABAD(U),ANKOLI,1901014,Chinchughat,22,6,1,29,0,0,13,8,8
2019,5,ADILABAD,ADILABAD(U),ANKOLI,1901015,Chinaborigoam,3,11,3,17,0,0,3,1,13
2019,5,ADILABAD,ADILABAD(U),ANKOLI,1901032,Lokari,36,13,1,50,0,0,18,15,17
2019,5,ADILABAD,ADILABAD(U),ANKOLI,1901033,Male Boprigoam,11,9,2,22,0,0,5,7,10
2019,5,ADILABAD,ADILABAD(U),ANKOLI,1901037,Pandiriloddi,10,5,2,17,0,0,7,3,7
2019,5,ADILABAD,ADILABAD(U),ANKOLI,1901041,Tantoli-I,29,12,2,43,0,0,19,9,15
2019,5,ADILABAD,ADILABAD(U),ANKOLI,1901042,Tantoli-II,43,5,0,48,0,0,19,18,11
2019,5,ADILABAD,ADILABAD(U),ANKOLI,1901051,Sirikonda,28,8,2,38,0,0,15,12,11
2019,5,ADILABAD,ADILABAD(U),ANKOLI,1901054,Vanwat,20,10,7,37,0,0,10,6,21
2019,5,ADILABAD,ADILABAD(U),ANKOLI,1901061,Chinnalokari,9,11,9,29,0,0,5,3,21
2019,5,ADILABAD,ADILABAD(U),ANKOLI,1901064,Ankapur,18,14,4,36,0,0,11,3,22
2019,5,ADILABAD,ADILABAD(U),ANKOLI,1901065,Ankoli-II,0,0,0,0,0,0,0,0,0
2019,5,ADILABAD,ADILABAD(U),ANKOLI,1901118,KOTHUR (ANKOLI),11,8,6,25,0,0,6,4,15
2019,5,ADILABAD,ADILABAD(U),ANKOLI,1901334,CHINTHAGUDA(ANKOLI) (Mini),6,6,0,12,0,0,2,5,5
2019,5,ADILABAD,ADILABAD(U),ANKOLI,1901338,KOLAMGUDA (ANKL) (Mini),7,11,2,20,0,0,4,2,14
2019,5,ADILABAD,ADILABAD(U),ANKOLI,1901347,Socity Guda (Mini),11,1,1,13,0,0,7,4,2
2019,5,ADILABAD,ADILABAD(U),ANKOLI,1901348,Takatiguda (Mini),17,4,3,24,0,0,14,4,6
2019,5,ADILABAD,ADILABAD(U),ANKOLI,1901349,Chinnapandiriloddi (Mini),0,0,0,0,0,0,0,0,0
2019,5,ADILABAD,ADILABAD(U),ANKOLI,1901350,Gundamloddi (Mini),5,2,1,8,0,0,4,2,2
2019,5,ADILABAD,ADILABAD(U),ANKOLI,1901351,Laxmanloddi (Mini),7,6,1,14,0,0,6,2,6
2019,5,ADILABAD,ADILABAD(U),ANKOLI,1901352,Dhandhariguda (Mini),4,4,0,8,0,0,2,3,3
2019,5,ADILABAD,ADILABAD(U),ANKOLI,1901353,JANDAGUDA (Mini),18,2,0,20,0,0,12,3,5
2019,5,ADILABAD,ADILABAD(U),PIPPALDHARI,1901003,Asodaburki,8,8,3,19,0,0,4,3,12
2019,5,ADILABAD,ADILABAD(U),PIPPALDHARI,1901016,Dharloddi,0,0,0,0,0,0,0,0,0
2019,5,ADILABAD,ADILABAD(U),PIPPALDHARI,1901018,Dhahiguda,21,8,1,30,0,0,16,7,7
2019,5,ADILABAD,ADILABAD(U),PIPPALDHARI,1901027,Khandala,0,0,0,0,0,0,0,0,0
2019,5,ADILABAD,ADILABAD(U),PIPPALDHARI,1901031,Linguguda,0,0,0,0,0,0,0,0,0
2019,5,ADILABAD,ADILABAD(U),PIPPALDHARI,1901034,Mamidiguda,27,13,2,42,0,0,19,10,13
2019,5,ADILABAD,ADILABAD(U),PIPPALDHARI,1901038,Pipaldhari,18,10,8,35,1,0,8,8,20
2019,5,ADILABAD,ADILABAD(U),PIPPALDHARI,1901080,Jamuldhari,8,5,4,17,0,0,2,2,13
2019,5,ADILABAD,ADILABAD(U),PIPPALDHARI,1901081,Lohara,18,2,0,20,0,0,14,3,3
2019,5,ADILABAD,ADILABAD(U),PIPPALDHARI,1901083,Jamguda,0,0,0,0,0,0,0,0,0
2019,5,ADILABAD,ADILABAD(U),PIPPALDHARI,1901092,Salaiguda,0,0,0,0,0,0,0,0,0
2019,5,ADILABAD,ADILABAD(U),PIPPALDHARI,1901134,Punaguda(Mini),0,0,0,0,0,0,0,0,0
2019,5,ADILABAD,ADILABAD(U),PIPPALDHARI,1901333,Boorki (Mini),10,3,0,13,0,0,7,4,2
2019,5,ADILABAD,ADILABAD(U),PIPPALDHARI,1901335,Khandalatanda (Mini),20,3,0,23,0,0,16,3,4
2019,5,ADILABAD,ADILABAD(U),PIPPALDHARI,1901337,Dharloddi-k(Mini),0,0,0,0,0,0,0,0,0
2019,5,ADILABAD,ADILABAD(U),PIPPALDHARI,1901340,Salatiguda (Mini),4,3,0,7,0,0,3,3,1
2019,5,ADILABAD,ADILABAD(U),PIPPALDHARI,1901341,RAJUGUDA-II,8,1,2,11,0,0,7,1,3
2019,5,ADILABAD,ADILABAD(U),PIPPALDHARI,1901343,Pothaguda,0,0,0,0,0,0,0,0,0
2019,5,ADILABAD,ADILABAD(U),PIPPALDHARI,1901344,Boppapur (Mini),7,1,1,9,0,0,3,4,2
2019,5,ADILABAD,ADILABAD(U),PIPPALDHARI,1901345,PEDDA SALPALGUDA (Mini),0,0,0,0,0,0,0,0,0
2019,5,ADILABAD,ADILABAD(U),PIPPALDHARI,1901346,CHINNA SALPALGUDA (Mini),14,2,0,16,0,0,7,6,3
2019,5,ADILABAD,ADILABAD(U),YAPALGUDA,1901022,Kachikanti,0,0,0,0,0,0,0,0,0
2019,5,ADILABAD,ADILABAD(U),YAPALGUDA,1901028,Kothaguda,23,19,2,44,0,0,12,7,25
2019,5,ADILABAD,ADILABAD(U),YAPALGUDA,1901029,Kumbhajari,15,1,0,16,0,0,5,8,3
2019,5,ADILABAD,ADILABAD(U),YAPALGUDA,1901048,Ramai,0,0,0,0,0,0,0,0,0
2019,5,ADILABAD,ADILABAD(U),YAPALGUDA,1901049,RAMPUR-I,0,0,0,0,0,0,0,0,0
2019,5,ADILABAD,ADILABAD(U),YAPALGUDA,1901058,Yapalguda-I,0,0,0,0,0,0,0,0,0
2019,5,ADILABAD,ADILABAD(U),YAPALGUDA,1901059,Yapalguda-II,0,0,0,0,0,0,0,0,0
2019,5,ADILABAD,ADILABAD(U),YAPALGUDA,1901072,Burnoor,24,7,0,31,0,0,11,11,9
2019,5,ADILABAD,ADILABAD(U),YAPALGUDA,1901073,Mathadiguda,11,5,0,16,0,0,3,6,7
2019,5,ADILABAD,ADILABAD(U),YAPALGUDA,1901074,Ramuluguda,12,12,1,25,0,0,4,5,16
2019,5,ADILABAD,ADILABAD(U),YAPALGUDA,1901078,Shivaghat,0,0,0,0,0,0,0,0,0
2019,5,ADILABAD,ADILABAD(U),YAPALGUDA,1901079,Chityalbori,7,19,7,33,0,0,3,3,27
2019,5,ADILABAD,ADILABAD(U),YAPALGUDA,1901084,Pothaguda,0,4,0,4,0,0,0,2,2
2019,5,ADILABAD,ADILABAD(U),YAPALGUDA,1901090,Addagutta,5,11,1,17,0,0,2,3,12
2019,5,ADILABAD,ADILABAD(U),YAPALGUDA,1901317,Yapalguda-III,0,0,0,0,0,0,0,0,0
2019,5,ADILABAD,ADILABAD(U),YAPALGUDA,1901354,Ankunta Mini,1,4,4,9,0,0,1,2,6
2019,5,ADILABAD,ADILABAD(U),YAPALGUDA,1901355,Kachikanti (Mini),2,0,1,3,0,0,1,0,2
2019,5,ADILABAD,ADILABAD(U),CHANDA,1901001,Anukunta Main,0,0,0,0,0,0,0,0,0
2019,5,ADILABAD,ADILABAD(U),CHANDA,1901008,Beemsari-I,29,4,1,34,0,0,25,5,4
2019,5,ADILABAD,ADILABAD(U),CHANDA,1901009,Beemsari-II,20,0,0,20,0,0,18,2,0
2019,5,ADILABAD,ADILABAD(U),CHANDA,1901010,BEEMSARI-III,0,0,0,0,0,0,0,0,0
2019,5,ADILABAD,ADILABAD(U),CHANDA,1901011,CHANDA-T-II,1,0,1,2,0,0,0,0,2
