Reporting Year,Reporting Month,D_Name,Proj_Name,Sec_NAme,AWC_ID,AWc_Name,Tot_UW_Normal,Tot_MUW,Tot_SUW,Tot_Wasting_Normal,Tot_Wasting_MAM,Tot_Wasting_SAM,Tot_Stunting_Normal,Tot_Stunting_MAM,Tot_Stunting_SAM
2020,9,NIRMAL,NIRMAL,Bangalpet,1912011,KURANPET-I,20,5,0,25,0,0,17,6,2
2020,9,NIRMAL,NIRMAL,Bangalpet,1912012,KURANPET-II,18,1,1,17,2,1,12,7,1
2020,9,NIRMAL,NIRMAL,Bangalpet,1912029,NAIDUWADA-II,15,1,0,16,0,0,14,1,1
2020,9,NIRMAL,NIRMAL,Bangalpet,1912030,NAIDUWADA-III,6,0,0,6,0,0,6,0,0
2020,9,NIRMAL,NIRMAL,Bangalpet,1912047,SOFINAGAR,41,6,6,53,0,0,28,9,16
2020,9,NIRMAL,NIRMAL,Bangalpet,1912048,SIDDAPUR,27,6,1,30,1,3,24,4,6
2020,9,NIRMAL,NIRMAL,Sharathmahal,1912111,VENKATAPUR-II,9,2,0,11,0,0,4,3,4
2020,9,NAGARKURNOOL,ACHAMPETA (R) ,Padra,1401097,Padara-II,36,8,1,44,1,0,9,25,11
2020,9,NAGARKURNOOL,ACHAMPETA (R) ,Padra,1401098,Padara-III,41,16,2,59,0,0,28,20,11
2020,9,NAGARKURNOOL,ACHAMPETA (R) ,Padra,1401348,CHINTLAKUNTA CHENCHU COLONY(Mini),0,0,0,0,0,0,0,0,0
2020,9,NAGARKURNOOL,ACHAMPETA (R) ,Padra,1401365,Padra-II (Mini),16,5,2,21,2,0,14,6,3
2020,9,NAGARKURNOOL,ACHAMPETA (R) ,Udimilla,1401111,Ganugapenta,0,0,0,0,0,0,0,0,0
2020,9,NAGARKURNOOL,ACHAMPETA (R) ,Udimilla,1401112,Maddimadugu,0,0,0,0,0,0,0,0,0
2020,9,NAGARKURNOOL,ACHAMPETA (R) ,Udimilla,1401362,Maradugu (Mini),8,1,0,9,0,0,6,0,3
2020,9,NIRMAL,NIRMAL,Bangalpet,1912010,BALAJEWADA-II,18,1,0,19,0,0,16,3,0
2020,9,NIRMAL,NIRMAL,Bangalpet,1912017,BRAHMAPURI-I,13,3,3,19,0,0,8,6,5
2020,9,NIRMAL,NIRMAL,Bangalpet,1912024,SOMWARPET-I,30,1,5,32,3,1,22,10,4
2020,9,NIRMAL,NIRMAL,Sharathmahal,1912035,BUDHAWARPET-IV,44,0,0,43,1,0,37,4,3
2020,9,NIRMAL,NIRMAL,Sharathmahal,1912042,EIDGOAN-III,22,9,11,39,3,0,15,4,23
2020,9,NIRMAL,NIRMAL,Sharathmahal,1912049,WADDERA GUDEM,83,13,3,96,3,0,55,27,17
2020,9,NIRMAL,NIRMAL,Sharathmahal,1912074,MANJULAPUR-II,9,0,0,9,0,0,3,3,3
2020,9,NIRMAL,NIRMAL,Sharathmahal,1912110,VENKATAPUR-I,0,0,1,1,0,0,0,0,1
2020,9,NAGARKURNOOL,ACHAMPETA (R) ,Padra,1401099,Padara-IV,27,5,3,27,6,2,25,5,5
2020,9,NAGARKURNOOL,ACHAMPETA (R) ,Udimilla,1401110,Ippalapally-II,15,7,1,22,1,0,10,7,6
2020,9,NAGARKURNOOL,ACHAMPETA (R) ,Udimilla,1401349,Bhapanipaduthanda (Mini),18,4,0,22,0,0,12,1,9
2020,9,NAGARKURNOOL,ACHAMPETA (R) ,Udimilla,1401367,Petranchenu (Mini),17,6,4,20,2,5,19,5,3
2020,9,NIRMAL,NIRMAL,Bangalpet,1912009,BALAJIWADA-I,0,0,0,0,0,0,0,0,0
2020,9,NIRMAL,NIRMAL,Bangalpet,1912018,BRAHMAPURI-II,16,1,0,14,3,0,15,1,1
2020,9,NIRMAL,NIRMAL,Bangalpet,1912043,SHANTHINAGAR,14,18,11,42,1,0,9,6,28
2020,9,NIRMAL,NIRMAL,Bangalpet,1912050,PINJARIGUTTA,0,0,0,0,0,0,0,0,0
2020,9,NIRMAL,NIRMAL,Sharathmahal,1912007,GANDHINAGAR-2,17,1,0,18,0,0,14,4,0
2020,9,NIRMAL,NIRMAL,Sharathmahal,1912016,GAJULPET-II,82,10,2,94,0,0,71,10,13
2020,9,NIRMAL,NIRMAL,Sharathmahal,1912041,EIDGOAN-II,53,6,7,64,1,1,48,7,11
2020,9,NIRMAL,NIRMAL,Sharathmahal,1912052,MOTHINAGAR,9,0,1,10,0,0,8,0,2
2020,9,NIRMAL,NIRMAL,Sharathmahal,1912075,MANJULAPUR-III,2,6,10,17,0,1,1,6,11
2020,9,NAGARKURNOOL,ACHAMPETA (R) ,Padra,1401350,Chitlamkunta (Mini),13,6,4,21,1,1,12,6,5
2020,9,NAGARKURNOOL,ACHAMPETA (R) ,Udimilla,1401107,Udimilla,23,6,1,29,1,0,15,10,5
2020,9,NAGARKURNOOL,ACHAMPETA (R) ,Udimilla,1401109,Ippalapally-I,37,5,3,44,1,0,17,21,7
2020,9,NIRMAL,NIRMAL,Bangalpet,1912004,KASBA-II,35,3,2,34,3,3,24,11,5
2020,9,NAGARKURNOOL,ACHAMPETA (R) ,Padra,1401104,Chitlamkunta-I,28,3,1,32,0,0,6,9,17
2020,9,NAGARKURNOOL,ACHAMPETA (R) ,Padra,1401106,Chennampally thanda,15,4,5,23,1,0,12,5,7
2020,9,NAGARKURNOOL,ACHAMPETA (R) ,Padra,1401355,Kodonipally (Mini),0,0,0,0,0,0,0,0,0
2020,9,NAGARKURNOOL,ACHAMPETA (R) ,Achampet,1401011,Achampet-XI (Muslimarea),27,4,0,30,1,0,24,5,2
2020,9,NAGARKURNOOL,ACHAMPETA (R) ,Achampet,1401012,Achampet-XII (Sainagar),38,16,0,53,1,0,37,14,3
2020,9,NAGARKURNOOL,ACHAMPETA (R) ,Inole,1401298,Shivar thanda (Mini),11,1,0,12,0,0,5,7,0
2020,9,NIRMAL,NIRMAL,Mujgi,1912112,CHITYAL-I,33,15,7,50,5,0,12,18,25
2020,9,NIRMAL,NIRMAL,Mujgi,1912115,MUJGI-II,19,2,0,21,0,0,5,4,12
2020,9,NAGARKURNOOL,ACHAMPETA (R) ,Achampet,1401007,Achampet-VII,22,5,3,29,1,0,7,3,20
2020,9,NAGARKURNOOL,ACHAMPETA (R) ,Achampet,1401009,Achampet-IX (Gandhinagar),15,9,3,25,1,1,5,7,15
2020,9,NAGARKURNOOL,ACHAMPETA (R) ,Achampet,1401016,Achampet-XVI,34,16,4,48,5,1,15,15,24
2020,9,NAGARKURNOOL,ACHAMPETA (R) ,Achampet,1401018,Achampet-XVIII,53,18,7,69,7,2,43,26,9
2020,9,NAGARKURNOOL,ACHAMPETA (R) ,Inole,1401041,Bommanpally-III,47,18,7,48,10,14,66,5,1
2020,9,NAGARKURNOOL,ACHAMPETA (R) ,Inole,1401043,Balyathanda,19,1,2,18,2,2,13,5,4
2020,9,NAGARKURNOOL,ACHAMPETA (R) ,Inole,1401077,Ankironipally,27,1,0,27,1,0,17,6,5
2020,9,NAGARKURNOOL,ACHAMPETA (R) ,Inole,1401277,Bommanpally chenchu colony (Mini),5,2,1,7,0,1,3,1,4
2020,9,NIRMAL,NIRMAL,Mujgi,1912118,LANGDAPUR,7,9,2,16,2,0,2,3,13
2020,9,NAGARKURNOOL,ACHAMPETA (R) ,Achampet,1401010,Achampet-X (Tangapoor),20,7,2,26,1,2,19,4,6
2020,9,SANGAREDDY,JOGIPET,Vatpally,1703107,Nagulapally - 1,0,0,0,0,0,0,0,0,0
2020,9,SANGAREDDY,JOGIPET,Vatpally,1703108,Nagulapally - 2,0,0,0,0,0,0,0,0,0
2020,9,SANGAREDDY,JOGIPET,Vatpally,1703325,VATPALLY-2,0,0,0,0,0,0,0,0,0
2020,9,SANGAREDDY,JOGIPET,Vatpally,1703326,PALVATLA-2,0,0,0,0,0,0,0,0,0
2020,9,SANGAREDDY,JOGIPET,Hathnoora,1705029,Siripura-I,0,0,0,0,0,0,0,0,0
2020,9,SANGAREDDY,JOGIPET,Hathnoora,1705094,Kasala-I,0,0,0,0,0,0,0,0,0
2020,9,SANGAREDDY,JOGIPET,Hathnoora,1705147,Madhura,0,0,0,0,0,0,0,0,0
2020,9,NIZAMABAD,ARMOOR,Nandipet,1801025,Nandhipet-1,0,0,37,0,2,35,10,2,25
2020,9,NIZAMABAD,ARMOOR,Nandipet,1801026,Nandhipet-2,2,0,30,1,2,29,7,2,23
2020,9,NIZAMABAD,ARMOOR,Nandipet,1801058,Kamtam,0,0,8,0,0,8,1,4,3
2020,9,NIZAMABAD,ARMOOR,Donkeshwar,1801040,Marmpally-3,30,0,7,36,1,0,26,2,9
2020,9,NIZAMABAD,ARMOOR,Donkeshwar,1801043,Chinnayanam,18,1,3,22,0,0,16,2,4
2020,9,NIZAMABAD,ARMOOR,Donkeshwar,1801044,G G Nadukuda-1,20,2,1,23,0,0,14,3,6
2020,9,NIZAMABAD,ARMOOR,Donkeshwar,1801057,Annaram-2,8,3,4,15,0,0,6,0,9
